id;group;label;Wikidata;DBpedia;CSO;embeddingID;embedding
nlin.PS;nlin;Pattern Formation and Solitons;;;;;
nlin.SI;nlin;Exactly Solvable and Integrable Systems;;;;;
nucl-ex;;Nuclear Experiment;;;;;
nucl-th;;Nuclear Theory;;;;;
physics.acc-ph;physics;Accelerator Physics;;;;;
physics.ao-ph;physics;Atmospheric and Oceanic Physics;;;;;
physics.app-ph;physics;Applied Physics;;;;;
physics.atm-clus;physics;Atomic and Molecular Clusters;;;;;
physics.atom-ph;physics;Atomic Physics;;;;;
physics.bio-ph;physics;Biological Physics;;;;;
physics.chem-ph;physics;Chemical Physics;;;;;
physics.class-ph;physics;Classical Physics;;;;;
physics.comp-ph;physics;Computational Physics;;;;;
physics.data-an;physics;Data Analysis, Statistics and Probability;;;;;
physics.ed-ph;physics;Physics Education;;;;;
physics.flu-dyn;physics;Fluid Dynamics;;;;;
physics.gen-ph;physics;General Physics;;;;;
physics.geo-ph;physics;Geophysics;;;;;
physics.hist-ph;physics;History and Philosophy of Physics;;;;;
physics.ins-det;physics;Instrumentation and Detectors;;;;;
physics.med-ph;physics;Medical Physics;;;;;
physics.optics;physics;Optics;;;;;
physics.plasm-ph;physics;Plasma Physics;;;;;
physics.pop-ph;physics;Popular Physics;;;;;
physics.soc-ph;physics;Physics and Society;;;;;
physics.space-ph;physics;Space Physics;;;;;
q-bio.BM;q-bio;Biomolecules;;;;;
q-bio.CB;q-bio;Cell Behavior;;;;;
q-bio.GN;q-bio;Genomics;;;;;
q-bio.MN;q-bio;Molecular Networks;;;;;
q-bio.NC;q-bio;Neurons and Cognition;;;;;
q-bio.OT;q-bio;Other Quantitative Biology;;;;;
q-bio.PE;q-bio;Populations and Evolution;;;;;
q-bio.QM;q-bio;Quantitative Methods;;;;;
q-bio.SC;q-bio;Subcellular Processes;;;;;
q-bio.TO;q-bio;Tissues and Organs;;;;;
q-fin.CP;q-fin;Computational Finance;;;;;
q-fin.EC;q-fin;Economics;;;;;
q-fin.GN;q-fin;General Finance;;;;;
q-fin.MF;q-fin;Mathematical Finance;;;;;
q-fin.PM;q-fin;Portfolio Management;;;;;
q-fin.PR;q-fin;Pricing of Securities;;;;;
q-fin.RM;q-fin;Risk Management;;;;;
q-fin.ST;q-fin;Statistical Finance;;;;;
q-fin.TR;q-fin;Trading and Market Microstructure;;;;;
quant-ph;;Quantum Physics;;;;;
stat.AP;stat;Applications;;;;;
stat.CO;stat;Computation;;;;;
stat.ME;stat;Methodology;;;;;
stat.ML;stat;Machine Learning;;;;;
stat.OT;stat;Other Statistics;;;;;
stat.TH;stat;Statistics Theory;;;;;
